03/02/2025-16:05:10.697055  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-16:34:21.906790  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-16:43:12.040553  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-16:48:55.995829  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-16:51:35.218513  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-16:51:35.218944  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-16:57:45.213345  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-16:59:25.234642  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-16:59:25.235067  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-17:20:39.090838  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-17:20:39.091259  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-17:24:27.505952  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-17:30:17.115641  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {ICMP} 10.0.2.15:8 -> 8.8.8.8:0
03/02/2025-17:30:17.192616  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {ICMP} 8.8.8.8:0 -> 10.0.2.15:0
03/02/2025-17:33:07.410373  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-17:33:49.631333  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-17:33:49.632085  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-17:36:01.852749  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {ICMP} 10.0.2.15:8 -> 8.8.8.8:0
03/02/2025-17:36:01.887609  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {ICMP} 8.8.8.8:0 -> 10.0.2.15:0
03/02/2025-17:38:50.333109  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:43464 -> 91.189.91.81:80
03/02/2025-17:38:50.434852  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:43464 -> 91.189.91.81:80
03/02/2025-17:38:50.435051  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:56864 -> 91.189.91.83:80
03/02/2025-17:38:50.872534  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:43464 -> 91.189.91.81:80
03/02/2025-17:38:53.329172  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:56876 -> 91.189.91.83:80
03/02/2025-17:38:53.541634  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:56876 -> 91.189.91.83:80
03/02/2025-17:38:53.541634  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:56876 -> 91.189.91.83:80
03/02/2025-17:38:53.541634  [**] [1:2013504:6] ET INFO GNU/Linux APT User-Agent Outbound likely related to package management [**] [Classification: Not Suspicious Traffic] [Priority: 3] {TCP} 10.0.2.15:56876 -> 91.189.91.83:80
03/02/2025-17:41:46.054364  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-17:44:16.307024  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-17:44:16.307705  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-17:46:01.244934  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-17:51:55.058533  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-17:51:55.058942  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-17:54:42.988768  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-17:55:17.885251  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {ICMP} 10.0.2.15:8 -> 8.8.8.8:0
03/02/2025-17:55:18.008471  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {ICMP} 8.8.8.8:0 -> 10.0.2.15:0
03/02/2025-17:59:10.871105  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:04:32.818549  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-18:04:32.818961  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-18:08:42.211342  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:13:17.535541  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:21:40.242986  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:24:09.401642  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-18:24:09.402101  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-18:29:51.395460  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:39:23.401404  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:41:28.789431  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:143 -> ff02:0000:0000:0000:0000:0000:0000:0016:0
03/02/2025-18:45:09.490389  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:45:24.758220  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:45:35.457487  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:45:45.485987  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:45:56.495870  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:46:48.672823  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fd00:0000:0000:0000:fb2c:52ce:1954:f4ae:136 -> fd00:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-18:46:48.672798  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fd00:0000:0000:0000:0000:0000:0000:0002:135 -> ff02:0000:0000:0000:0000:0001:ff54:f4ae:0
03/02/2025-18:46:53.684858  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fd00:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-18:46:53.685348  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fd00:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-18:47:04.530110  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:47:15.655687  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:48:02.268165  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61844 -> 10.0.2.15:22
03/02/2025-18:48:47.312483  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-18:48:47.317801  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61853 -> 10.0.2.15:22
03/02/2025-18:51:53.717465  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-18:51:53.717926  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-18:51:57.092038  [**] [1:1000002:1] Possible SSH Brute Force [**] [Classification: (null)] [Priority: 3] {TCP} 10.0.2.2:61870 -> 10.0.2.15:22
03/02/2025-18:58:01.080397  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:06:47.156922  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-19:06:47.157399  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-19:07:07.226789  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:11:55.424403  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:17:38.713091  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:21:18.067959  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-19:21:18.068547  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-19:23:29.228107  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:32:12.700946  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:41:17.687190  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-19:41:17.687718  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-19:42:03.566618  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:49:00.767912  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-19:52:35.427898  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-20:00:37.234294  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-20:09:03.334477  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-20:14:07.486389  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-20:18:53.556244  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-20:18:53.556861  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
03/02/2025-20:23:34.833842  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:134 -> ff02:0000:0000:0000:0000:0000:0000:0001:0
03/02/2025-20:24:08.947799  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:135 -> fe80:0000:0000:0000:0000:0000:0000:0002:0
03/02/2025-20:24:08.948314  [**] [1:1000001:1] ICMP Traffic Detected [**] [Classification: (null)] [Priority: 3] {IPv6-ICMP} fe80:0000:0000:0000:0000:0000:0000:0002:136 -> fe80:0000:0000:0000:0a00:27ff:fe1e:62ee:0
